兄弟 | 还不认亲 | Racism | hate [END]
我是女生这四个字 | 恶心 | Sexism | hate [SEP] 女生 | 高级有特权 | Sexism | hate [SEP] 你 | 傻逼 | Sexism | hate [END]
奴隶姐 | 你又来啦？ | non-hate | non-hate [END]
蝴蝶鸡 | 死的好 |  Sexism | hate [END]
运动员 | 老得快 | non-hate | non-hate [END]
撑同 | 洗脑 | LGBTQ | hate [END]
你家 | 有嫁内个还 | Racism | hate [END]
她们 | 抨击 | Sexism, Racism | hate [END]
反变态吧 | 反变态 | non-hate | non-hate [END]
老实人 | 不要冤枉 | non-hate | non-hate [END]
你 | 在劳教所里就别祸害别人了 | non-hate | non-hate [END]
俩男的 | 真恶心 | Sexism | hate [END]
结婚 | 纯累赘 | non-hate | non-hate [END]
同 | 那群你认为的贵物 | LGBTQ | hate [END]
你 | 比我高级五个阶级 | non-hate | non-hate [END]
美国嘿人 | 马丁路德金嫖娼考第一 | Racism | hate [END]
女权 | 小傻瓜 | Sexism | hate [END]
舔狗 | 让他死就行了 | Sexism | hate [END]
我 | 从来没有过 | non-hate | non-hate [END]
前汪伪区前国统区的 | 和台湾亲着呢 | Region | hate [END]
第三世界的国家 | 才是我们的兄弟 | non-hate | non-hate [END]
这个人 | 大概率是江苏人 | non-hate | non-hate [SEP] 东北内部 | 就算有也没达到江苏的水平 | non-hate | non-hate [END]
这种女人 | 不能理解 | Sexism, Racism | hate [END]
男人 | 好男不和女斗 | non-hate | non-hate [END]
一元购 | 这帮东西的天性 | Sexism | hate [END]
同性 | 歧视 | LGBTQ | hate [END]
女拳 | 开始逐渐躺平 | Sexism | hate [END]
河南同学 | 比他高了一百分 | non-hate | non-hate [END]
她 | 别嫁给我们中国男人🐶 | Sexism | hate [END]
社交软件 | 看多了容易怀疑人生 | non-hate | non-hate [END]
他 | 列入黑名单什么的，让他封号 | non-hate | non-hate [END]
男权 | 成不了气候 | Sexism | hate [SEP] 女权 | 把舔狗龟男打的退无可退 | Sexism | hate [END]
女人 | 鄙视男人 | Sexism | hate [SEP] 女人 | 崇拜男人 | Sexism | hate [END]
东北人 | 关里那帮有啥区别 | Region | hate [END]
同 | 恶心 | LGBTQ | hate [END]
微博 | 社会影响力也是这六个软件中最大的 | non-hate | non-hate [END]
女性 | 多数感性思维容易洗脑 | non-hate | non-hate [END]
男的 | 一出生就要知道那些高端口红吗 | non-hate | non-hate [END]
他 | 中华民族的罪人 | others | hate [END]
她 | 开盒 | others | hate [END]
背叛自己民族人 | 替外族说话 | Racism | hate [END]
NULL | 最好都走 | non-hate | non-hate [END]
东北上海河南 | 真不叫黑 | non-hate | non-hate [END]
河南人偷井盖 | 是北京人 | Region | hate [SEP] 东北人 | 会舔北京，然后拉着整个北方对抗南方，搞得像分裂国家一样 | Region | hate [END]
歧视同性恋 | 没素质 | non-hate | non-hate [END]
大众 | 缺乏个人实现的途径 | non-hate | non-hate [END]
你 | 马上要被打成上海人了 | Region | hate [END]
北京天津 | 那么多南方要饭的看不见啊 | Region | hate [END]
黑人 | 所谓的聪明的人的比例太少了 | non-hate | non-hate [END]
广西 | 没那么重要 | non-hate | non-hate [END]
反同 | 情况十分紧危机 | LGBTQ | hate [END]
女的 | 接受度更高 | non-hate | non-hate [SEP] 百合向 | 一般会被人批评 | LGBTQ | hate [END]
知乎 | 三观很正 | non-hate | non-hate [END]
我 | 高贵的中国人 | non-hate | non-hate [END]
辽宁人 | 不应该替某省背黑锅 | Region | hate [END]
她 | 没说错 | non-hate | non-hate [END]
人如其名 流量老贼🤭 | 人 | Sexism | hate [SEP] 人如其名 流量老贼🤭 | 流量老贼🤭 | Sexism | hate [END]
女权 | 喷吧也是女权它们也只会喷了 | Sexism | hate [END]
那群龟男 | 装成女人来骗 | Sexism | hate [END]
被拐卖的 | 很感动🤣 | non-hate | non-hate [END]
人 | 皇 | Racism | hate [SEP] 人 | 不建议整这种活嗷 | Racism | hate [SEP] 我 | 皇 | Racism | hate [SEP] 我 | 不建议整这种活嗷 | Racism | hate [END]
这样的假设 | 现实中并不存在 | non-hate | non-hate [SEP] 这样的假设 | 极端罕见 | non-hate | non-hate [END]
默 | 非我中华民族必为异类 | Racism | hate [END]
东北人 | 不喜欢 | Region | hate [SEP] 东北人 | 骂人最狠 | Region | hate [SEP] 东北人 | 火药味十足 | Region | hate [END]
曲阜和孔子 | 这不是好事吗 | non-hate | non-hate [SEP] 曲阜和孔子 | 都没听说过 | non-hate | non-hate [SEP] 后 | 这不是好事吗 | non-hate | non-hate [SEP] 后 | 都没听说过 | non-hate | non-hate [END]
黑人 | 给ysl丢脸 | Racism | hate [END]
非洲黑人 | 智商70 | Racism | hate [SEP] 非洲黑人 | 智障水平 | Racism | hate [SEP] 非洲黑人 | 智商 | Racism | hate [SEP] 非洲黑人 | 班里倒数 | Racism | hate [SEP] 中非混血儿 | 智商70 | Racism | hate [SEP] 中非混血儿 | 智障水平 | Racism | hate [SEP] 中非混血儿 | 智商 | Racism | hate [SEP] 中非混血儿 | 班里倒数 | Racism | hate [END]
这里的人 | 在这里性别是女就是错误 | Sexism | hate [END]
直男 | 更胜一筹 | non-hate | non-hate [END]
同性恋 | 不正常 | non-hate | non-hate [SEP] 同性恋 | 反同 | non-hate | non-hate [SEP] 同性恋 | 也要包容反同 | non-hate | non-hate [END]
女方 | 咋不出钱办的好点捏? | Sexism | hate [END]
女 | 仇 | Sexism | hate [SEP] 女 | 平权放任出来的 | Sexism | hate [SEP] 女拳 | 仇 | Sexism | hate [SEP] 女拳 | 平权放任出来的 | Sexism | hate [END]
我 | 这么纯洁可爱 | non-hate | non-hate [END]
这b | 不是好人 | Sexism | hate [END]
南满 | 黑河南、黑北方的 | Region | hate [END]
黑奴 | 最 | Racism | hate [SEP] 黑奴 | 捕捉贩卖 | Racism | hate [SEP] 黑奴 | 要骟了 | Racism | hate [SEP] 阿拉伯人 | 最 | Racism | hate [SEP] 阿拉伯人 | 捕捉贩卖 | Racism | hate [SEP] 阿拉伯人 | 要骟了 | Racism | hate [SEP] 公的黑奴 | 最 | Racism | hate [SEP] 公的黑奴 | 捕捉贩卖 | Racism | hate [SEP] 公的黑奴 | 要骟了 | Racism | hate [END]
女拳 | 不都喜欢冒充男的说话吗😆 | Sexism | hate [END]
男性 | 没啥可说的，典就完事了，呜呜呜，原来我们男性出轨不是个例，我给男性丢人了呜呜呜 | Sexism | hate [END]
女拳 | 自私的逐利者 | Sexism | hate [SEP] 女拳 | 为了获取利益，打起拳来可以无视性别 | Sexism | hate [END]
站起来，慕洋舔狗 | 慕 | Sexism | hate [END]
今时不同往日 | 今 | non-hate | non-hate [SEP] 今时不同往日 | 不同往日 | non-hate | non-hate [END]
国内女⭕ | 群嘲国男 | Sexism | hate [END]
有人管挺好的，没人管就变成透明人了 | 没人管 | non-hate | non-hate [SEP] 有人管挺好的，没人管就变成透明人了 | 透明人了 | non-hate | non-hate [END]
茶壶嘴 | 破防了 | non-hate | non-hate [SEP] 我 | 破防了 | non-hate | non-hate [END]
你举报 | 要有用才怪了 | non-hate | non-hate [END]
小仙女 | 整破防 | Sexism | hate [END]
贵州 | 没话讲 | non-hate | non-hate [END]
所谓的留学生 | 花大价钱 | non-hate | non-hate [END]
其他大多数省 | 给我国拖后腿的 | Region | hate [END]
互喷 | 最好的抵制方法 | non-hate | non-hate [END]
孩（串）子（串）😆 | 不能带走 | Sexism | hate [END]
桑嗨仁 | 歧视外地人 | Racism | hate [END]
t们 | 风况捏参考棒子锅 | LGBTQ | hate [END]
他们 | 啊这你从哪看出来他们是东北人的啊？ | non-hate | non-hate [END]
我 | 经常被喷 | non-hate | non-hate [END]
这个女的 | 和中国老公离婚了， | non-hate | non-hate [SEP] 女的 | 和中国老公离婚了， | non-hate | non-hate [END]
女孩子 | 不能急 😅 | non-hate | non-hate [END]
你 | 血和屈辱 | non-hate | non-hate [SEP] 你 | 只能二选一 | non-hate | non-hate [END]
黑黄大战 | 基本都是不带套那种 | Racism | hate [SEP] 黑黄大战 | 真 | Racism | hate [SEP] 黑黄大战 | 勇敢， | Racism | hate [SEP] 黑黄大战 | 生怕得不上病😆 | Racism | hate [SEP] 那些女人 | 基本都是不带套那种 | Racism | hate [SEP] 那些女人 | 真 | Racism | hate [SEP] 那些女人 | 勇敢， | Racism | hate [SEP] 那些女人 | 生怕得不上病😆 | Racism | hate [END]
默 | 讨厌 | Racism | hate [END]
你 | 贬低中国女 | Sexism | hate [END]
你 | 是美国人？ | non-hate | non-hate [SEP] 答主 | 是美国人？ | non-hate | non-hate [END]
默 | 跑国外去了不就很好嘛，要是去非洲服务默那更是物尽其用，怕就怕吴母沟出去整个容改个名，然后再回来祸害国男 | Racism | hate [SEP] 吴母沟 | 跑国外去了不就很好嘛，要是去非洲服务默那更是物尽其用，怕就怕吴母沟出去整个容改个名，然后再回来祸害国男 | Racism | hate [END]
现在的拳师 | 天生就是坏种 | Sexism | hate [SEP] 现在的拳师 | 贪婪傲慢懒惰暴食淫欲嫉妒 | Sexism | hate [END]
武汉 | 哪 | Region | hate [SEP] 武汉 | 小偷比 | Region | hate [END]
女性 | 为什么不告诉现男友 | Sexism | hate [SEP] 女性 | 怕 | Sexism | hate [END]
她们 | 打压男人让男人沦为舔狗更好为 | Sexism | hate [END]
山东 | 一旦被黑就是两性问题😅 | Region | hate [END]
河南的古汉人 | 留在 | Region | hate [SEP] 河南的古汉人 | 最多的 | Region | hate [SEP] 河南的古汉人 | 都被同化了 | Region | hate [SEP] 去南方的 | 留在 | Region | hate [SEP] 去南方的 | 最多的 | Region | hate [SEP] 去南方的 | 都被同化了 | Region | hate [END]
他 | 也去超市偷东西 | non-hate | non-hate [END]
女性 | 物化 | Sexism | hate [SEP] 女性 | 整 | Sexism | hate [SEP] 女人 | 物化 | Sexism | hate [SEP] 女人 | 整 | Sexism | hate [END]
集美们 | 拿刀真的有用😅 | non-hate | non-hate [END]
做同性恋 | 病才要上药 | LGBTQ | hate [END]
黑沙口 | 禁止 | Racism | hate [SEP] 黑沙口 | 把他赶到森林里 | Racism | hate [END]
EVAHER | 看起来很年轻 | non-hate | non-hate [SEP] EVAHER | 很管用的 | non-hate | non-hate [SEP] 玻尿酸微整形 | 看起来很年轻 | non-hate | non-hate [SEP] 玻尿酸微整形 | 很管用的 | non-hate | non-hate [END]
广西人 | 有东南亚爪哇矮黑人特征 | Region | hate [SEP] 广西人 | 扁鼻子大鼻孔凸嘴+个子矮小 | Region | hate [SEP] 广西人 | 不喜欢 | Region | hate [SEP] 东南 | 有东南亚爪哇矮黑人特征 | Region | hate [SEP] 东南 | 扁鼻子大鼻孔凸嘴+个子矮小 | Region | hate [SEP] 东南 | 不喜欢 | Region | hate [END]
中国女性 | 亚洲女性 | non-hate | non-hate [SEP] 中国女性 | 一丘之貉 | non-hate | non-hate [SEP] 东亚女权 | 亚洲女性 | non-hate | non-hate [SEP] 东亚女权 | 一丘之貉 | non-hate | non-hate [END]
聪明人 | 比例太少了 | non-hate | non-hate [END]
他们 | 立体防御机制 | LGBTQ | hate [SEP] txl | 立体防御机制 | LGBTQ | hate [END]
长得丑就活该被变态骚扰 这什么逻辑 | 长得丑就活该被变 | Sexism | hate [END]
她们 | 不要贪恋美色 | non-hate | non-hate [END]
你 | 你难道不是？凭什么你的身边就是身边，我的身边就是假的？你怎么证明那些跟小黑交往的女生是我们985的？ | non-hate | non-hate [SEP] 那些跟小黑交往的女生 | 你难道不是？凭什么你的身边就是身边，我的身边就是假的？你怎么证明那些跟小黑交往的女生是我们985的？ | non-hate | non-hate [END]
抠脚大汉 | 别装 | non-hate | non-hate [SEP] 抠脚大汉 | 5v5就等你了 | non-hate | non-hate [END]
我没看到他原来的回答，不过我觉得不带有歧视正常的婚恋是没毛病的，那种含有种族歧视的崇洋媚外的却是让人唾弃。 | 崇洋 | Racism | hate [SEP] 我没看到他原来的回答，不过我觉得不带有歧视正常的婚恋是没毛病的，那种含有种族歧视的崇洋媚外的却是让人唾弃。 | 让人唾弃 | Racism | hate [END]
安徽人 | 不是挖煤的就是要饭的，剩下的都是黑社会 | Region | hate [SEP] 安徽的 | 不是挖煤的就是要饭的，剩下的都是黑社会 | Region | hate [END]
你 | 两头开枪 | non-hate | non-hate [END]
苏北人 | 歧视起其他省份一样厉害的 | Region | hate [END]
easy girl | 骗我接盘，让我发现不会放过这 | Sexism | hate [SEP] 婊子 | 骗我接盘，让我发现不会放过这 | Sexism | hate [END]
男人 | 不适宜的就忍受呗 | non-hate | non-hate [END]
关系特别好的黑龙江人 | 我周围确实有关系特别好的黑龙江人，但总的来说，概率不高，可能自己太low吧，水平高的人接触不到😅 | non-hate | non-hate [END]
她 | 滚蛋，给别人生去 | Sexism | hate [END]
东 | 认为 | Region | hate [SEP] 东北红 | 认为 | Region | hate [SEP] 东北 | 认为 | Region | hate [END]
前列腺 | 还好吗？ | non-hate | non-hate [END]
黑人 | 劳动力的 | Racism | hate [END]
女拳 | 怎么搞的跟什么一样 | Sexism | hate [END]
网上打拳的 | 男的有钱挣 | Sexism | hate [END]
广东人和广西人 | 丑人多 | non-hate | non-hate [SEP] 广东人和广西人 | 平均颜值高广东几个档次 | non-hate | non-hate [END]
阳谋 | 不防不行， | non-hate | non-hate [SEP] 阳谋 | 防了也不能全身而退 | non-hate | non-hate [SEP] 你 | 不防不行， | non-hate | non-hate [SEP] 你 | 防了也不能全身而退 | non-hate | non-hate [END]
东方卫视 | 女拳卫士 | non-hate | non-hate [END]
丰县 | 丢尽了江苏的脸 | Region | hate [END]
媚黑女 | 根本看不上 | Racism | hate [SEP] 媚黑女 | 政策问题 | Racism | hate [SEP] 黑人 | 根本看不上 | Racism | hate [SEP] 黑人 | 政策问题 | Racism | hate [SEP] 大部分女生 | 根本看不上 | Racism | hate [SEP] 大部分女生 | 政策问题 | Racism | hate [SEP] 三陪一 | 根本看不上 | Racism | hate [SEP] 三陪一 | 政策问题 | Racism | hate [END]
她们 | 现在这个时代的思想 | non-hate | non-hate [END]
安徽人 | 大多数在网上太老实了，甚至弱势 | Region | hate [END]
女拳 | 拜 | Sexism | hate [SEP] 女拳 | 只不过想让我们也一样而已 | Sexism | hate [SEP] 他 | 拜 | Sexism | hate [SEP] 他 | 只不过想让我们也一样而已 | Sexism | hate [END]
皮套人 | 真的有粉丝？ | Racism | hate [END]
图个器大活好吧 | 图 | non-hate | non-hate [SEP] 图个器大活好吧 | 器大活好吧 | non-hate | non-hate [END]
昆仑奴 | 翻身逆袭咯？ | Racism | hate [END]
你们这些 | 从心理到生理都 | LGBTQ | hate [SEP] 你们这些 | 恶心呀 | LGBTQ | hate [SEP] 变态 | 从心理到生理都 | LGBTQ | hate [SEP] 变态 | 恶心呀 | LGBTQ | hate [SEP] 你 | 从心理到生理都 | LGBTQ | hate [SEP] 你 | 恶心呀 | LGBTQ | hate [SEP] 你们这 | 从心理到生理都 | LGBTQ | hate [SEP] 你们这 | 恶心呀 | LGBTQ | hate [END]
